case_id,Fnh3,Fco2
590,11.708333333333334,29.166666666666668
591,11.708333333333334,31.250000000000004
592,11.708333333333334,33.333333333333336
593,11.708333333333334,35.41666666666667
594,11.708333333333334,37.5
595,11.708333333333334,39.583333333333336
596,11.708333333333334,41.66666666666667
597,11.708333333333334,43.75
598,11.708333333333334,45.833333333333336
599,11.708333333333334,47.91666666666667
600,11.708333333333334,50.0
601,12.0,0.0
602,12.0,2.0833333333333335
603,12.0,4.166666666666667
604,12.0,6.25
605,12.0,8.333333333333334
606,12.0,10.416666666666668
607,12.0,12.5
608,12.0,14.583333333333334
609,12.0,16.666666666666668
610,12.0,18.75
611,12.0,20.833333333333336
612,12.0,22.916666666666668
613,12.0,25.0
614,12.0,27.083333333333336
615,12.0,29.166666666666668
616,12.0,31.250000000000004
617,12.0,33.333333333333336
618,12.0,35.41666666666667
619,12.0,37.5
620,12.0,39.583333333333336
621,12.0,41.66666666666667
622,12.0,43.75
623,12.0,45.833333333333336
624,12.0,47.91666666666667
625,12.0,50.0
